"regno","pubchem_cid","name","sys_name","synonyms","exactmass","formula","inchi_key","lm_id","hmdb_id","chebi_id","kegg_id","chemspider_id","metlin_id","bmrb_id","datasource","metacyc_id","abbrev","refmet_name","pubchem_sid","plantfa_id","abbrev_chains","abbrev_chains_sn","npatlas_id","inchi","chembl_id","dsstox_compound_id","drugbank_id","dsstox_substance_id","np_mrd_id","cmnpd_id","abbrev_bulk","pmhub_id","phytohub_id","smiles","lm_category","lm_main_class","lm_sub_class","lm_class_level4","cf_superclass","cf_class","cf_subclass","cf_direct_parent","massbankname","heavy_atoms","rings","aromatic_rings","molecular_volume","rotatable_bonds","hbond_donors","hbond_acceptors","slogp","smr","tpsa","fsp3_carbons","sp3_carbons"
"54907","76302","1,1,1-trichloro-2,2-bis(4-hydroxyphenyl)ethane","4,4'-(2,2,2-trichloroethane-1,1-diyl)diphenol","1,1,1-Trichloro-2,2-bis(4-hydroxyphenyl)ethane;1,1,1-trichloro-2,2-bis(p-hydroxyphenyl)ethane;1,1-bis(4-hydroxyphenyl)-2,2,2-trichloroethane;1,1-bis(p-hydroxyphenyl)-2,2,2-trichloroethane;2,2-bis(4-hydroxyphenyl)-1,1,1-trichloroethane;2,2-bis(p-hydroxyphenyl)-1,1,1-trichloroethane;4,4'-(2,2,2-trichloroethylidene)diphenol;HPTE;Hydroxychlor;alpha,alpha-bis(4-hydroxyphenyl)-beta,beta,beta-trichloroethane;p,p'-(2,2,2-trichloroethylidene)diphenol;p,p'-HO-DDT;p,p'-Hydroxy-DDT","315.982463","C14H11Cl3O2","IUGDILGOLSSKNE-UHFFFAOYSA-N","","HMDB0253260","34025","","","","","CHEBI","","","1,1,1-Trichloro-2,2-bis(4-hydroxyphenyl)ethane","312238131","","","","","InChI=1S/C14H11Cl3O2/c15-14(16,17)13(9-1-5-11(18)6-2-9)10-3-7-12(19)8-4-10/h1-8,13,18-19H","","","","","","","","MS000023526","","c1cc(ccc1C(c1ccc(cc1)O)C(Cl)(Cl)Cl)O","","","","","Benzenoids [C0002448]","Benzene and substituted derivatives [C0002279]","Diphenylmethanes [C0000369]","Diphenylmethanes [C0000369]","","19","2","2","251.61","3","2","2","4.89","78.86","40.46","0.14","2"
